publish_date,headline_text
20030420,popes easter message calls for end to cultural
20030420,power snatch last gasp draw
20030420,pows fly home to heros welcome in us
20030420,protesters begin latest trek to baxter
20030420,protesters hail efforts as successful
20030420,protesters hail successful demonstrations
20030420,protesters stage concert against racism
20030420,psv maintain title momentum
20030420,qld church leaders urge deeper focus
20030420,qld man killed in speedway accident
20030420,rain forces postponement of india south africa
20030420,rangers made to battle for final place
20030420,red cross says civil administration in baghdad
20030420,reid lets rip at smith and sorry leeds
20030420,repent for lies to public archbishop tells govt
20030420,rescue efforts continue to save floridas beached
20030420,retailers unsure over easter sunday trading
20030420,return of un inspectors to iraq not realistic us
20030420,ricoh to stop making film loaded cameras
20030420,rockhampton accident lifts easter death toll
20030420,rowers begin record attempt from wa
20030420,ruddock defends stance on atsic funding review
20030420,ruddock offers compo for baxter costs
20030420,saddam gone shiite muslims free to worship
20030420,saddam photos seized at jordan border
20030420,sars continues spread through se asia
20030420,schumachers claim front row in imola
20030420,schumachers to race despite mothers death
20030420,schumacher takes emotional win
20030420,seafood prices a blessing for locals over easter
20030420,search continues for missing nz man
20030420,search resumes for missing brothers
20030420,search to resume after family washed off rocks
20030420,seven dead as palestinians israeli army clash
20030420,seven more arrested after protests
20030420,six dead in nigerian poll attack monitors
20030420,slater riding high at bells beach
20030420,smooth sailing to gladstone
20030420,spanish opera stars to sing at st petersburg gala
20030420,special forces brave big seas to capture drug boat
20030420,swat team enters baxter protest camp
20030420,swede jacobson back on top in portugal
20030420,sword leaves open beazleys return to labor
20030420,sydney beaches face pollution after rain
20030420,teenager charged over baby abduction
20030420,three killed on qld roads in 24 hours
20030420,three palestinians killed in gaza raid
20030420,title race to the wire as united and arsenal both
20030420,too early to speculate on dwyers replacement
20030420,top chinese officials sacked as sars cover up
20030420,top end town throws easter bunny out on its ear
20030420,top wallabies warned to lift their game
20030420,train to basra restarted to supply aid
20030420,tuffey jayawardene share honours in kiwi tour
20030420,uk sees higher tech military less firepower paper
20030420,united and arsenal head for the wire hammers face
20030420,us army ignored alert on museum looting risk report
20030420,us army in charge of baghdad
20030420,us expects to retain 4 military bases in new iraq
20030420,us to consult allies over north korea talks
20030420,us to maintain military bases in iraq
20030420,us wants phased end to un sanctions report
20030420,vic easter road toll rises to 4
20030420,vic easter road toll rises to 6
20030420,vic opp calls for after school care reform
20030420,vigil for saddam in home town tikrit
20030420,wainaina biktagirova win nagano olympic memorial
20030420,wa missing person search to resume at first light
20030420,warning over death cap mushrooms in vic
20030421,15m sought for dukes highway work
20030421,2000 quarantined after singapore sars scare
20030421,3m for townsville cultural centre plan
20030421,anger management all the rage in us cinemas
20030421,animal related crashes on the rise
20030421,at least 10 dead after laos bus attacked
20030421,atm machine stolen from geraldton nightclub
20030421,aussies snare key lara wicket short of century
20030421,australia wants dokic back for olympics
20030421,bad light denies south africa a victory
20030421,baxter phones restored visits to resume
20030421,boaties causing concern for coastal patrols
20030421,bodies of two uk soldiers found buried in iraq
20030421,braddon flat damaged by fire
20030421,bulk billing for all to go say doctors
20030421,bulldogs alvey facing knee reconstruction
20030421,bulldogs hit by injury crisis
20030421,bush sees positive signs of syrian cooperation
20030421,businesses to get asian trade advice
20030421,call for more policing of sand dunes
20030421,canadian tycoon eyes selfridges
20030421,canberra folk festival draws in the crowds
20030421,candidate suffers brochure setback
20030421,chelsea host everton in fight for champions league
20030421,china introduces one hour sars test
20030421,chinese media slams sars cover up
20030421,chinese role gives bush confidence on north korea
20030421,concerns aired over river murray bill
20030421,concerns over impact of new gun laws
20030421,consultant seeks pool direction
20030421,cooperation reducing tennant creek antisocial woes
20030421,coral bleaching under the microscope
20030421,coroner gets interim report after boating death
20030421,cosgrove wont put timeline on troops return
20030421,councillors unhappy with speed plan
20030421,council rejects coast high rise claims
20030421,councils get road drainage funds
20030421,crash investigators examine scene of semitrailer
20030421,crew to appear in court after huge heroin haul
20030421,crowds flock to blessing of the fleet
20030421,crowds flock to sports aircraft gathering
20030421,customs to search north korean ship for drugs
20030421,darwin high wins education award
20030421,democrats to oppose any boosting of detention laws
20030421,deportivo sociedad close in on real
20030421,dinosaur exhibit back on track
20030421,doubles win for bhupathi and mirnyi
20030421,drought research centre mooted
20030421,dundee end super caley cup run
20030421,easter festival wraps up in roma
20030421,easter visitors scramble to giant egg display
20030421,ex general to head iraqs opec delegation
